"scheduledate"|"scheduletimeslot"|"staffid"|"aa_id"|"remarks"|"scheduletype"|"scheduleaction"|"school_id"
"20240607"|24|"AA00114"|""|""|""|""|0
"20240408"|7|"AA00007"|""|"AAS funcionality explore with Janet"|"Meeting"|""|0
"20240408"|8|"AA00007"|""|"AAS funcionality explore with Janet"|"Meeting"|""|0
"20240408"|9|"AA00007"|""|"AAS funcionality explore with Janet"|"Meeting"|""|0
"20240408"|10|"AA00007"|""|"AAS funcionality explore with Janet"|"Meeting"|""|0
"20240719"|27|"AA00114"|""|""|""|""|0
"20240408"|7|"AA00113"|""|"AAS functionality with Battie"|"Meeting"|""|0
"20240408"|8|"AA00113"|""|"AAS functionality with Battie"|"Meeting"|""|0
"20240408"|9|"AA00113"|""|"AAS functionality with Battie"|"Meeting"|""|0
"20240408"|10|"AA00113"|""|"AAS functionality with Battie"|"Meeting"|""|0
"20240719"|28|"AA00114"|""|""|""|""|0
"20240405"|38|"AA00112"|""|""|""|""|0
"20240719"|29|"AA00114"|""|""|""|""|0
"20240726"|23|"AA00114"|""|""|""|""|0
"20240405"|37|"AA00112"|""|"Review with Battie, Rebecca and Jesse"|"Meeting"|""|0
"20240405"|38|"AA00112"|""|"Review with Battie, Rebecca and Jesse"|"Meeting"|""|0
"20240726"|24|"AA00114"|""|""|""|""|0
"20240425"|25|"AA00115"|""|""|"Others"|"Show Up"|654
"20240425"|26|"AA00115"|""|""|"Others"|"Show Up"|654
"20240405"|27|"AA00078"|""|"Macy Wu 2:30-3:30pm written test"|"Meeting"|""|0
"20240405"|28|"AA00078"|""|"Macy Wu 2:30-3:30pm written test"|"Meeting"|""|0
"20240405"|29|"AA00078"|""|"Macy Wu 2:30-3:30pm written test"|"Meeting"|""|0
"20240405"|30|"AA00078"|""|"Macy Wu 2:30-3:30pm written test"|"Meeting"|""|0
"20240726"|25|"AA00114"|""|""|""|""|0
"20240726"|26|"AA00114"|""|""|""|""|0
"20240726"|27|"AA00114"|""|""|""|""|0
"20240726"|28|"AA00114"|""|""|""|""|0
"20240726"|29|"AA00114"|""|""|""|""|0
"20240802"|23|"AA00114"|""|""|""|""|0
"20240405"|30|"AA00113"|""|"Macy Wu 2:30-3:30pm written test"|"Meeting"|""|0
"20240405"|31|"AA00113"|""|"Macy Wu 2:30-3:30pm written test"|"Meeting"|""|0
"20240802"|24|"AA00114"|""|""|""|""|0
"20240802"|25|"AA00114"|""|""|""|""|0
"20240802"|26|"AA00114"|""|""|""|""|0
"20240802"|27|"AA00114"|""|""|""|""|0
"20240405"|27|"AA00113"|""|"Reserved for Probation Review time change"|"Others"|""|0
"20240405"|28|"AA00113"|""|"Reserved for Probation Review time change"|"Others"|""|0
"20240405"|29|"AA00113"|""|"Reserved for Probation Review time change"|"Others"|""|0
"20240405"|30|"AA00113"|""|"Reserved for Probation Review time change"|"Others"|""|0
"20240802"|28|"AA00114"|""|""|""|""|0
"20240802"|29|"AA00114"|""|""|""|""|0
"20240809"|23|"AA00114"|""|""|""|""|0
"20240809"|24|"AA00114"|""|""|""|""|0
"20240809"|25|"AA00114"|""|""|""|""|0
"20240531"|23|"AA00114"|""|""|""|""|0
"20240531"|24|"AA00114"|""|""|""|""|0
"20240531"|25|"AA00114"|""|""|""|""|0
"20240531"|26|"AA00114"|""|""|""|""|0
"20240405"|15|"AA00082"|"S044638"|"finish at 11:48 am"|"AA Test"|"Show Up"|0
"20240531"|27|"AA00114"|""|""|""|""|0
"20240531"|28|"AA00114"|""|""|""|""|0
"20240531"|29|"AA00114"|""|""|""|""|0
"20240607"|23|"AA00114"|""|""|""|""|0
"20240607"|25|"AA00114"|""|""|""|""|0
"20240607"|26|"AA00114"|""|""|""|""|0
"20240607"|27|"AA00114"|""|""|""|""|0
"20240607"|28|"AA00114"|""|""|""|""|0
"20240405"|16|"AA00082"|"S044639"|"oral only after AA test, con on 8/4"|"Others"|"Show Up"|0
"20240405"|16|"AA00084"|"S044640"|"oral and con after

Finished at 12:25pm"|"AA Test"|"Show Up"|0
"20240405"|17|"AA00084"|"S044640"|"oral and con after

Finished at 12:25pm"|"AA Test"|"Show Up"|0
"20240405"|18|"AA00084"|"S044640"|"oral and con after

Finished at 12:25pm"|"AA Test"|"Show Up"|0
"20240405"|19|"AA00084"|"S044640"|"oral and con after

Finished at 12:25pm"|"AA Test"|"Show Up"|0
"20240607"|29|"AA00114"|""|""|""|""|0
"20240614"|23|"AA00114"|""|""|""|""|0
"20240614"|24|"AA00114"|""|""|""|""|0
"20240614"|25|"AA00114"|""|""|""|""|0
"20240405"|15|"AA00007"|"S044634"|"oral and con after AA test.

Finished at 12:16pm"|"AA Test"|"Show Up"|0
"20240405"|16|"AA00007"|"S044634"|"oral and con after AA test.

Finished at 12:16pm"|"AA Test"|"Show Up"|0
"20240405"|17|"AA00007"|"S044634"|"oral and con after AA test.

Finished at 12:16pm"|"AA Test"|"Show Up"|0
"20240405"|18|"AA00007"|"S044634"|"oral and con after AA test.

Finished at 12:16pm"|"AA Test"|"Show Up"|0
"20240705"|23|"AA00114"|""|""|"Others"|""|0
"20240430"|36|"AA00082"|""|""|"Others"|""|0
"20240406"|34|"AA00082"|""|""|""|""|0
"20240406"|35|"AA00082"|""|""|""|""|0
"20240614"|26|"AA00114"|""|""|""|""|0
"20240614"|27|"AA00114"|""|""|""|""|0
"20240614"|28|"AA00114"|""|""|""|""|0
"20240614"|29|"AA00114"|""|""|""|""|0
"20240621"|23|"AA00114"|""|""|""|""|0
"20240621"|24|"AA00114"|""|""|""|""|0
"20240621"|25|"AA00114"|""|""|""|""|0
"20240621"|26|"AA00114"|""|""|""|""|0
"20240621"|27|"AA00114"|""|""|""|""|0
"20240621"|28|"AA00114"|""|""|""|""|0
"20240621"|29|"AA00114"|""|""|""|""|0
"20240628"|23|"AA00114"|""|""|""|""|0
"20240628"|24|"AA00114"|""|""|""|""|0
"20240628"|25|"AA00114"|""|""|""|""|0
"20240628"|26|"AA00114"|""|""|""|""|0
"20240628"|27|"AA00114"|""|""|""|""|0
"20240303"|1|"AA00082"|""|""|""|""|0
"20240303"|2|"AA00082"|""|""|""|""|0
"20240303"|3|"AA00082"|""|""|""|""|0
"20240303"|4|"AA00082"|""|""|""|""|0
"20240303"|5|"AA00082"|""|""|""|""|0
"20240303"|6|"AA00082"|""|""|""|""|0
"20240303"|7|"AA00082"|""|""|""|""|0
"20240303"|8|"AA00082"|""|""|""|""|0
"20240303"|9|"AA00082"|""|""|""|""|0
"20240303"|10|"AA00082"|""|""|""|""|0
"20240303"|11|"AA00082"|""|""|""|""|0
"20240303"|12|"AA00082"|""|""|""|""|0
"20240303"|13|"AA00082"|""|""|""|""|0
"20240303"|14|"AA00082"|""|""|""|""|0
"20240303"|15|"AA00082"|""|""|""|""|0
"20240303"|16|"AA00082"|""|""|""|""|0
"20240303"|17|"AA00082"|""|""|""|""|0
"20240303"|18|"AA00082"|""|""|""|""|0
"20240303"|19|"AA00082"|""|""|""|""|0
"20240303"|20|"AA00082"|""|""|""|""|0
"20240303"|21|"AA00082"|""|""|""|""|0
"20240303"|22|"AA00082"|""|""|""|""|0
"20240303"|23|"AA00082"|""|""|""|""|0
"20240303"|24|"AA00082"|""|""|""|""|0
"20240303"|25|"AA00082"|""|""|""|""|0
"20240303"|26|"AA00082"|""|""|""|""|0
"20240303"|27|"AA00082"|""|""|""|""|0
"20240303"|28|"AA00082"|""|""|""|""|0
"20240303"|29|"AA00082"|""|""|""|""|0
"20240303"|30|"AA00082"|""|""|""|""|0
"20240303"|31|"AA00082"|""|""|""|""|0
"20240303"|32|"AA00082"|""|""|""|""|0
"20240303"|33|"AA00082"|""|""|""|""|0
"20240303"|34|"AA00082"|""|""|""|""|0
"20240303"|35|"AA00082"|""|""|""|""|0
"20240303"|36|"AA00082"|""|""|""|""|0
"20240303"|37|"AA00082"|""|""|""|""|0
"20240303"|38|"AA00082"|""|""|""|""|0
"20240303"|39|"AA00082"|""|""|""|""|0
"20240303"|40|"AA00082"|""|""|""|""|0
"20240303"|41|"AA00082"|""|""|""|""|0
"20240303"|42|"AA00082"|""|""|""|""|0
"20240303"|43|"AA00082"|""|""|""|""|0
"20240303"|44|"AA00082"|""|""|""|""|0
"20240303"|45|"AA00082"|""|""|""|""|0
"20240310"|1|"AA00082"|""|""|""|""|0
"20240310"|2|"AA00082"|""|""|""|""|0
"20240310"|3|"AA00082"|""|""|""|""|0
"20240310"|4|"AA00082"|""|""|""|""|0
"20240310"|5|"AA00082"|""|""|""|""|0
"20240310"|6|"AA00082"|""|""|""|""|0
"20240310"|7|"AA00082"|""|""|""|""|0
"20240310"|8|"AA00082"|""|""|""|""|0
"20240310"|9|"AA00082"|""|""|""|""|0
"20240310"|10|"AA00082"|""|""|""|""|0
"20240310"|11|"AA00082"|""|""|""|""|0
"20240310"|12|"AA00082"|""|""|""|""|0
"20240310"|13|"AA00082"|""|""|""|""|0
"20240310"|14|"AA00082"|""|""|""|""|0
"20240310"|15|"AA00082"|""|""|""|""|0
"20240310"|16|"AA00082"|""|""|""|""|0
"20240310"|17|"AA00082"|""|""|""|""|0
"20240310"|18|"AA00082"|""|""|""|""|0
"20240310"|19|"AA00082"|""|""|""|""|0
"20240310"|20|"AA00082"|""|""|""|""|0
"20240310"|21|"AA00082"|""|""|""|""|0
"20240310"|22|"AA00082"|""|""|""|""|0
"20240310"|23|"AA00082"|""|""|""|""|0
"20240310"|24|"AA00082"|""|""|""|""|0
"20240310"|25|"AA00082"|""|""|""|""|0
"20240310"|26|"AA00082"|""|""|""|""|0
"20240310"|27|"AA00082"|""|""|""|""|0
"20240310"|28|"AA00082"|""|""|""|""|0
"20240310"|29|"AA00082"|""|""|""|""|0
"20240310"|30|"AA00082"|""|""|""|""|0
"20240310"|31|"AA00082"|""|""|""|""|0
"20240310"|32|"AA00082"|""|""|""|""|0
"20240310"|33|"AA00082"|""|""|""|""|0
"20240310"|34|"AA00082"|""|""|""|""|0
"20240310"|35|"AA00082"|""|""|""|""|0
"20240310"|36|"AA00082"|""|""|""|""|0
"20240310"|37|"AA00082"|""|""|""|""|0
"20240310"|38|"AA00082"|""|""|""|""|0
"20240310"|39|"AA00082"|""|""|""|""|0
"20240310"|40|"AA00082"|""|""|""|""|0
"20240310"|41|"AA00082"|""|""|""|""|0
"20240310"|42|"AA00082"|""|""|""|""|0
"20240310"|43|"AA00082"|""|""|""|""|0
"20240310"|44|"AA00082"|""|""|""|""|0
"20240310"|45|"AA00082"|""|""|""|""|0
"20240317"|1|"AA00082"|""|""|""|""|0
"20240317"|2|"AA00082"|""|""|""|""|0
"20240317"|3|"AA00082"|""|""|""|""|0
"20240317"|4|"AA00082"|""|""|""|""|0
"20240317"|5|"AA00082"|""|""|""|""|0
"20240317"|6|"AA00082"|""|""|""|""|0
"20240317"|7|"AA00082"|""|""|""|""|0
"20240317"|8|"AA00082"|""|""|""|""|0
"20240317"|9|"AA00082"|""|""|""|""|0
"20240317"|10|"AA00082"|""|""|""|""|0
"20240317"|11|"AA00082"|""|""|""|""|0
"20240317"|12|"AA00082"|""|""|""|""|0
"20240317"|13|"AA00082"|""|""|""|""|0
"20240317"|14|"AA00082"|""|""|""|""|0
"20240317"|15|"AA00082"|""|""|""|""|0
"20240317"|16|"AA00082"|""|""|""|""|0
"20240317"|17|"AA00082"|""|""|""|""|0
"20240317"|18|"AA00082"|""|""|""|""|0
"20240317"|19|"AA00082"|""|""|""|""|0
"20240317"|20|"AA00082"|""|""|""|""|0
"20240317"|21|"AA00082"|""|""|""|""|0
"20240317"|22|"AA00082"|""|""|""|""|0
"20240317"|23|"AA00082"|""|""|""|""|0
"20240317"|24|"AA00082"|""|""|""|""|0
"20240317"|25|"AA00082"|""|""|""|""|0
"20240317"|26|"AA00082"|""|""|""|""|0
"20240317"|27|"AA00082"|""|""|""|""|0
"20240317"|28|"AA00082"|""|""|""|""|0
"20240317"|29|"AA00082"|""|""|""|""|0
"20240317"|30|"AA00082"|""|""|""|""|0
"20240317"|31|"AA00082"|""|""|""|""|0
"20240317"|32|"AA00082"|""|""|""|""|0
"20240317"|33|"AA00082"|""|""|""|""|0
"20240317"|34|"AA00082"|""|""|""|""|0
"20240317"|35|"AA00082"|""|""|""|""|0
"20240317"|36|"AA00082"|""|""|""|""|0
"20240317"|37|"AA00082"|""|""|""|""|0
"20240317"|38|"AA00082"|""|""|""|""|0
"20240317"|39|"AA00082"|""|""|""|""|0
"20240317"|40|"AA00082"|""|""|""|""|0
"20240317"|41|"AA00082"|""|""|""|""|0
"20240317"|42|"AA00082"|""|""|""|""|0
"20240317"|43|"AA00082"|""|""|""|""|0
"20240317"|44|"AA00082"|""|""|""|""|0
"20240317"|45|"AA00082"|""|""|""|""|0
"20240324"|1|"AA00082"|""|""|""|""|0
"20240324"|2|"AA00082"|""|""|""|""|0
"20240324"|3|"AA00082"|""|""|""|""|0
"20240324"|4|"AA00082"|""|""|""|""|0
"20240324"|5|"AA00082"|""|""|""|""|0
"20240324"|6|"AA00082"|""|""|""|""|0
"20240324"|7|"AA00082"|""|""|""|""|0
"20240324"|8|"AA00082"|""|""|""|""|0
"20240324"|9|"AA00082"|""|""|""|""|0
"20240324"|10|"AA00082"|""|""|""|""|0
"20240324"|11|"AA00082"|""|""|""|""|0
"20240324"|12|"AA00082"|""|""|""|""|0
"20240324"|13|"AA00082"|""|""|""|""|0
"20240324"|14|"AA00082"|""|""|""|""|0
"20240324"|15|"AA00082"|""|""|""|""|0
"20240324"|16|"AA00082"|""|""|""|""|0
"20240324"|17|"AA00082"|""|""|""|""|0
"20240324"|18|"AA00082"|""|""|""|""|0
"20240324"|19|"AA00082"|""|""|""|""|0
"20240324"|20|"AA00082"|""|""|""|""|0
"20240324"|21|"AA00082"|""|""|""|""|0
"20240324"|22|"AA00082"|""|""|""|""|0
"20240324"|23|"AA00082"|""|""|""|""|0
"20240324"|24|"AA00082"|""|""|""|""|0
"20240324"|25|"AA00082"|""|""|""|""|0
"20240324"|26|"AA00082"|""|""|""|""|0
"20240324"|27|"AA00082"|""|""|""|""|0
"20240324"|28|"AA00082"|""|""|""|""|0
"20240324"|29|"AA00082"|""|""|""|""|0
"20240324"|30|"AA00082"|""|""|""|""|0
"20240324"|31|"AA00082"|""|""|""|""|0
"20240324"|32|"AA00082"|""|""|""|""|0
"20240324"|33|"AA00082"|""|""|""|""|0
"20240324"|34|"AA00082"|""|""|""|""|0
"20240324"|35|"AA00082"|""|""|""|""|0
"20240324"|36|"AA00082"|""|""|""|""|0
"20240324"|37|"AA00082"|""|""|""|""|0
"20240324"|38|"AA00082"|""|""|""|""|0
"20240324"|39|"AA00082"|""|""|""|""|0
"20240324"|40|"AA00082"|""|""|""|""|0
"20240324"|41|"AA00082"|""|""|""|""|0
"20240324"|42|"AA00082"|""|""|""|""|0
"20240324"|43|"AA00082"|""|""|""|""|0
"20240324"|44|"AA00082"|""|""|""|""|0
"20240324"|45|"AA00082"|""|""|""|""|0
"20240331"|1|"AA00082"|""|""|""|""|0
"20240331"|2|"AA00082"|""|""|""|""|0
"20240331"|3|"AA00082"|""|""|""|""|0
"20240331"|4|"AA00082"|""|""|""|""|0
"20240331"|5|"AA00082"|""|""|""|""|0
"20240331"|6|"AA00082"|""|""|""|""|0
"20240331"|7|"AA00082"|""|""|""|""|0
"20240331"|8|"AA00082"|""|""|""|""|0
"20240331"|9|"AA00082"|""|""|""|""|0
"20240331"|10|"AA00082"|""|""|""|""|0
"20240331"|11|"AA00082"|""|""|""|""|0
"20240331"|12|"AA00082"|""|""|""|""|0
"20240331"|13|"AA00082"|""|""|""|""|0
"20240331"|14|"AA00082"|""|""|""|""|0
"20240331"|15|"AA00082"|""|""|""|""|0
"20240331"|16|"AA00082"|""|""|""|""|0
"20240331"|17|"AA00082"|""|""|""|""|0
"20240331"|18|"AA00082"|""|""|""|""|0
"20240331"|19|"AA00082"|""|""|""|""|0
"20240331"|20|"AA00082"|""|""|""|""|0
"20240331"|21|"AA00082"|""|""|""|""|0
"20240331"|22|"AA00082"|""|""|""|""|0
"20240331"|23|"AA00082"|""|""|""|""|0
"20240331"|24|"AA00082"|""|""|""|""|0
"20240331"|25|"AA00082"|""|""|""|""|0
"20240331"|26|"AA00082"|""|""|""|""|0
"20240331"|27|"AA00082"|""|""|""|""|0
"20240331"|28|"AA00082"|""|""|""|""|0
"20240331"|29|"AA00082"|""|""|""|""|0
"20240331"|30|"AA00082"|""|""|""|""|0
"20240331"|31|"AA00082"|""|""|""|""|0
"20240331"|32|"AA00082"|""|""|""|""|0
"20240331"|33|"AA00082"|""|""|""|""|0
"20240331"|34|"AA00082"|""|""|""|""|0
"20240331"|35|"AA00082"|""|""|""|""|0
"20240331"|36|"AA00082"|""|""|""|""|0
"20240331"|37|"AA00082"|""|""|""|""|0
"20240331"|38|"AA00082"|""|""|""|""|0
"20240331"|39|"AA00082"|""|""|""|""|0
"20240331"|40|"AA00082"|""|""|""|""|0
"20240331"|41|"AA00082"|""|""|""|""|0
"20240331"|42|"AA00082"|""|""|""|""|0
"20240331"|43|"AA00082"|""|""|""|""|0
"20240331"|44|"AA00082"|""|""|""|""|0
"20240331"|45|"AA00082"|""|""|""|""|0
"20240407"|1|"AA00082"|""|""|""|""|0
"20240407"|2|"AA00082"|""|""|""|""|0
"20240407"|3|"AA00082"|""|""|""|""|0
"20240407"|4|"AA00082"|""|""|""|""|0
"20240407"|5|"AA00082"|""|""|""|""|0
"20240407"|6|"AA00082"|""|""|""|""|0
"20240407"|7|"AA00082"|""|""|""|""|0
"20240407"|8|"AA00082"|""|""|""|""|0
"20240407"|9|"AA00082"|""|""|""|""|0
"20240407"|10|"AA00082"|""|""|""|""|0
"20240407"|11|"AA00082"|""|""|""|""|0
"20240407"|12|"AA00082"|""|""|""|""|0
"20240407"|13|"AA00082"|""|""|""|""|0
"20240407"|14|"AA00082"|""|""|""|""|0
"20240407"|15|"AA00082"|""|""|""|""|0
"20240407"|16|"AA00082"|""|""|""|""|0
"20240407"|17|"AA00082"|""|""|""|""|0
"20240407"|18|"AA00082"|""|""|""|""|0
"20240407"|19|"AA00082"|""|""|""|""|0
"20240407"|20|"AA00082"|""|""|""|""|0
"20240407"|21|"AA00082"|""|""|""|""|0
"20240407"|22|"AA00082"|""|""|""|""|0
"20240407"|23|"AA00082"|""|""|""|""|0
"20240407"|24|"AA00082"|""|""|""|""|0
"20240525"|22|"AA00100"|""|""|""|""|0
"20240628"|28|"AA00114"|""|""|""|""|0
"20240427"|11|"AA00007"|"S044666"|"left msg (GL 26/4)

finish at 11:48 am"|"AA Test"|"Show Up"|0
"20240407"|29|"AA00082"|""|""|""|""|0
"20240407"|30|"AA00082"|""|""|""|""|0
"20240407"|31|"AA00082"|""|""|""|""|0
"20240407"|32|"AA00082"|""|""|""|""|0
"20240407"|33|"AA00082"|""|""|""|""|0
"20240407"|34|"AA00082"|""|""|""|""|0
"20240407"|35|"AA00082"|""|""|""|""|0
"20240407"|36|"AA00082"|""|""|""|""|0
"20240407"|37|"AA00082"|""|""|""|""|0
"20240407"|38|"AA00082"|""|""|""|""|0
"20240407"|39|"AA00082"|""|""|""|""|0
"20240407"|40|"AA00082"|""|""|""|""|0
"20240407"|41|"AA00082"|""|""|""|""|0
"20240407"|42|"AA00082"|""|""|""|""|0
"20240407"|43|"AA00082"|""|""|""|""|0
"20240407"|44|"AA00082"|""|""|""|""|0
"20240407"|45|"AA00082"|""|""|""|""|0
"20240414"|1|"AA00082"|""|""|""|""|0
"20240414"|2|"AA00082"|""|""|""|""|0
"20240414"|3|"AA00082"|""|""|""|""|0
"20240414"|4|"AA00082"|""|""|""|""|0
"20240414"|5|"AA00082"|""|""|""|""|0
"20240414"|6|"AA00082"|""|""|""|""|0
"20240414"|7|"AA00082"|""|""|""|""|0
"20240414"|8|"AA00082"|""|""|""|""|0
"20240414"|9|"AA00082"|""|""|""|""|0
"20240414"|10|"AA00082"|""|""|""|""|0
"20240414"|11|"AA00082"|""|""|""|""|0
"20240414"|12|"AA00082"|""|""|""|""|0
"20240414"|13|"AA00082"|""|""|""|""|0
"20240414"|14|"AA00082"|""|""|""|""|0
"20240414"|15|"AA00082"|""|""|""|""|0
"20240414"|16|"AA00082"|""|""|""|""|0
"20240414"|17|"AA00082"|""|""|""|""|0
"20240414"|18|"AA00082"|""|""|""|""|0
"20240414"|19|"AA00082"|""|""|""|""|0
"20240414"|20|"AA00082"|""|""|""|""|0
"20240414"|21|"AA00082"|""|""|""|""|0
"20240414"|22|"AA00082"|""|""|""|""|0
"20240414"|23|"AA00082"|""|""|""|""|0
"20240414"|24|"AA00082"|""|""|""|""|0
"20240414"|25|"AA00082"|""|""|""|""|0
"20240414"|26|"AA00082"|""|""|""|""|0
"20240414"|27|"AA00082"|""|""|""|""|0
"20240414"|28|"AA00082"|""|""|""|""|0
"20240414"|29|"AA00082"|""|""|""|""|0
"20240414"|30|"AA00082"|""|""|""|""|0
"20240414"|31|"AA00082"|""|""|""|""|0
"20240414"|32|"AA00082"|""|""|""|""|0
"20240414"|33|"AA00082"|""|""|""|""|0
"20240414"|34|"AA00082"|""|""|""|""|0
"20240414"|35|"AA00082"|""|""|""|""|0
"20240414"|36|"AA00082"|""|""|""|""|0
"20240414"|37|"AA00082"|""|""|""|""|0
"20240414"|38|"AA00082"|""|""|""|""|0
"20240414"|39|"AA00082"|""|""|""|""|0
"20240414"|40|"AA00082"|""|""|""|""|0
"20240414"|41|"AA00082"|""|""|""|""|0
"20240414"|42|"AA00082"|""|""|""|""|0
"20240414"|43|"AA00082"|""|""|""|""|0
"20240414"|44|"AA00082"|""|""|""|""|0
"20240414"|45|"AA00082"|""|""|""|""|0
"20240421"|1|"AA00082"|""|""|""|""|0
"20240421"|2|"AA00082"|""|""|""|""|0
"20240421"|3|"AA00082"|""|""|""|""|0
"20240421"|4|"AA00082"|""|""|""|""|0
"20240421"|5|"AA00082"|""|""|""|""|0
"20240421"|6|"AA00082"|""|""|""|""|0
"20240421"|7|"AA00082"|""|""|""|""|0
"20240421"|8|"AA00082"|""|""|""|""|0
"20240421"|9|"AA00082"|""|""|""|""|0
"20240421"|10|"AA00082"|""|""|""|""|0
"20240421"|11|"AA00082"|""|""|""|""|0
"20240421"|12|"AA00082"|""|""|""|""|0
"20240421"|13|"AA00082"|""|""|""|""|0
"20240421"|14|"AA00082"|""|""|""|""|0
"20240421"|15|"AA00082"|""|""|""|""|0
"20240421"|16|"AA00082"|""|""|""|""|0
"20240421"|17|"AA00082"|""|""|""|""|0
"20240421"|18|"AA00082"|""|""|""|""|0
"20240421"|19|"AA00082"|""|""|""|""|0
"20240421"|20|"AA00082"|""|""|""|""|0
"20240421"|21|"AA00082"|""|""|""|""|0
"20240421"|22|"AA00082"|""|""|""|""|0
"20240421"|23|"AA00082"|""|""|""|""|0
"20240421"|24|"AA00082"|""|""|""|""|0
"20240421"|25|"AA00082"|""|""|""|""|0
"20240421"|26|"AA00082"|""|""|""|""|0
"20240421"|27|"AA00082"|""|""|""|""|0
"20240421"|28|"AA00082"|""|""|""|""|0
"20240421"|29|"AA00082"|""|""|""|""|0
"20240421"|30|"AA00082"|""|""|""|""|0
"20240421"|31|"AA00082"|""|""|""|""|0
"20240421"|32|"AA00082"|""|""|""|""|0
"20240421"|33|"AA00082"|""|""|""|""|0
"20240421"|34|"AA00082"|""|""|""|""|0
"20240421"|35|"AA00082"|""|""|""|""|0
"20240421"|36|"AA00082"|""|""|""|""|0
"20240421"|37|"AA00082"|""|""|""|""|0
"20240421"|38|"AA00082"|""|""|""|""|0
"20240421"|39|"AA00082"|""|""|""|""|0
"20240421"|40|"AA00082"|""|""|""|""|0
"20240421"|41|"AA00082"|""|""|""|""|0
"20240421"|42|"AA00082"|""|""|""|""|0
"20240421"|43|"AA00082"|""|""|""|""|0
"20240421"|44|"AA00082"|""|""|""|""|0
"20240421"|45|"AA00082"|""|""|""|""|0
"20240428"|1|"AA00082"|""|""|""|""|0
"20240428"|2|"AA00082"|""|""|""|""|0
"20240428"|3|"AA00082"|""|""|""|""|0
"20240428"|4|"AA00082"|""|""|""|""|0
"20240428"|5|"AA00082"|""|""|""|""|0
"20240428"|6|"AA00082"|""|""|""|""|0
"20240428"|7|"AA00082"|""|""|""|""|0
"20240428"|8|"AA00082"|""|""|""|""|0
"20240428"|9|"AA00082"|""|""|""|""|0
"20240428"|10|"AA00082"|""|""|""|""|0
"20240428"|11|"AA00082"|""|""|""|""|0
"20240925"|22|"AA00100"|""|""|""|""|0
"20240524"|22|"AA00100"|""|""|""|""|0
"20240523"|22|"AA00100"|""|""|""|""|0
"20240428"|15|"AA00082"|""|""|""|""|0
"20240428"|16|"AA00082"|""|""|""|""|0
"20240428"|17|"AA00082"|""|""|""|""|0
"20240428"|18|"AA00082"|""|""|""|""|0
"20240428"|19|"AA00082"|""|""|""|""|0
"20240428"|20|"AA00082"|""|""|""|""|0
"20240428"|21|"AA00082"|""|""|""|""|0
"20240428"|22|"AA00082"|""|""|""|""|0
"20240428"|23|"AA00082"|""|""|""|""|0
"20240428"|24|"AA00082"|""|""|""|""|0
"20240428"|25|"AA00082"|""|""|""|""|0
"20240428"|26|"AA00082"|""|""|""|""|0
"20240428"|27|"AA00082"|""|""|""|""|0
"20240428"|28|"AA00082"|""|""|""|""|0
"20240428"|29|"AA00082"|""|""|""|""|0
"20240428"|30|"AA00082"|""|""|""|""|0
"20240428"|31|"AA00082"|""|""|""|""|0
"20240428"|32|"AA00082"|""|""|""|""|0
"20240428"|33|"AA00082"|""|""|""|""|0
"20240428"|34|"AA00082"|""|""|""|""|0
"20240428"|35|"AA00082"|""|""|""|""|0
"20240428"|36|"AA00082"|""|""|""|""|0
"20240428"|37|"AA00082"|""|""|""|""|0
"20240428"|38|"AA00082"|""|""|""|""|0
"20240428"|39|"AA00082"|""|""|""|""|0
"20240428"|40|"AA00082"|""|""|""|""|0
"20240428"|41|"AA00082"|""|""|""|""|0
"20240428"|42|"AA00082"|""|""|""|""|0
"20240428"|43|"AA00082"|""|""|""|""|0
"20240428"|44|"AA00082"|""|""|""|""|0
"20240428"|45|"AA00082"|""|""|""|""|0
"20240505"|1|"AA00082"|""|""|""|""|0
"20240505"|2|"AA00082"|""|""|""|""|0
"20240505"|3|"AA00082"|""|""|""|""|0
"20240505"|4|"AA00082"|""|""|""|""|0
"20240505"|5|"AA00082"|""|""|""|""|0
"20240505"|6|"AA00082"|""|""|""|""|0
"20240505"|7|"AA00082"|""|""|""|""|0
"20240505"|8|"AA00082"|""|""|""|""|0
"20240628"|29|"AA00114"|""|""|""|""|0
"20240926"|22|"AA00100"|""|""|""|""|0
"20240522"|22|"AA00100"|""|""|""|""|0
"20240505"|12|"AA00082"|""|""|""|""|0
"20240505"|13|"AA00082"|""|""|""|""|0
"20240505"|14|"AA00082"|""|""|""|""|0
"20240505"|15|"AA00082"|""|""|""|""|0
"20240505"|16|"AA00082"|""|""|""|""|0
"20240505"|17|"AA00082"|""|""|""|""|0
"20240505"|18|"AA00082"|""|""|""|""|0
"20240505"|19|"AA00082"|""|""|""|""|0
"20240505"|20|"AA00082"|""|""|""|""|0
"20240505"|21|"AA00082"|""|""|""|""|0
"20240505"|22|"AA00082"|""|""|""|""|0
"20240505"|23|"AA00082"|""|""|""|""|0
"20240505"|24|"AA00082"|""|""|""|""|0
"20240505"|25|"AA00082"|""|""|""|""|0
"20240505"|26|"AA00082"|""|""|""|""|0
"20240505"|27|"AA00082"|""|""|""|""|0
"20240505"|28|"AA00082"|""|""|""|""|0
"20240505"|29|"AA00082"|""|""|""|""|0
"20240505"|30|"AA00082"|""|""|""|""|0
"20240505"|31|"AA00082"|""|""|""|""|0
"20240505"|32|"AA00082"|""|""|""|""|0
