"aa_id"|"examschool"|"examschooltype"|"subject"|"result"|"gov"|"cat"|"qualification"|"piece"|"composer"|"piority"|"lastupdate"|"staffid"|"remarks"|"event"
"S041388"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM GRADE 8 CELLO MAY 2019 (131)"|"Cello concerto No.1 1st movement in A minor"|"Camille Saint-saens"|1|"20210906164358"|"AA00032"|"Hong Kong Junior Chamber Ensemble(2018-19), 
Hong Kong Junior Chamber Ensemble(2019-2020), 
APA JSO Orchestra (2020-present)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041388"|""|"Music Audition"|"Cello"|""|"N/A"|""|""|"Cello Sonata op.38 1st movement in E minor"|"Johannes Brahms"|1|"20210906164358"|"AA00032"|"Hong Kong Junior Chamber Ensemble(2018-19), 
Hong Kong Junior Chamber Ensemble(2019-2020), 
APA JSO Orchestra (2020-present)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S038379"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6 November 2016 [131]"|"Grieg Nocturne Opus 54 No. 4"|"Grieg"|1|"20210906165726"|"AA00032"|"-Member of school senior orchestra (clarinet)(2019-2021);
-Piano accompanist of orchestra (2021) 
-Piano accompanist of school choirs (2019-2020) 
*school choirs were suspended due to pandemic
-Member of school junior choir & Hymn Choir (2016-19) 
-Member of school senior choir (2019-2020) 
*school choirs were suspended due to pandemic"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S038379"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 5 October 2019 [130]"|"Saint-Saëns Clarinet Sonata Opus 167 No. 1"|"Saint-Saëns"|2|"20210906165757"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039956"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ATCL November 2017 [77]"|"Spanish Dance - Romanza Andaluza"|"Sarasate"|1|"20210906170206"|"AA00032"|"DBS String & Symphony Orchestra , 2018-2020"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039956"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Caprice 20"|"Paganini"|1|"20210906170206"|"AA00032"|"DBS String & Symphony Orchestra , 2018-2020"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041705"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8, May 2021 [130]"|"F. M. Veracini: Allegro: 1st movement from Sonata in E minor, Opus 2 No. 8"|"F. M. Vercanini"|1|"20210906171057"|"AA00032"|"F.M. Veracini: Allegro:1st mov't from Sonata in E minor, Op.2 No.8: https://drive.google.com/file/d/1AtFOOUsN2phyWwmUrubVPtjn5fFHhCfs/view?usp=sharing
Tchaikovsky: Canzonetta: Andante: 2nd mov't from Concerto in D, Op.35
https://drive.google.com/file/d/1CCeY4JSFVgSlG5Zg4kj2rTF7hVm4HuaQ/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041756"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ATCL September 2019 [68]"|"Violin Concerto No 3 - 1st movement"|"Mozart"|1|"20210906171635"|"AA00032"|"Good Hope School String Orchestra (2014-2018)
Good Hope School Choir (2014-2018)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041756"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Violin Concerto No 3 - 3rd movement"|"Mozart"|1|"20210906171635"|"AA00032"|"Good Hope School String Orchestra (2014-2018)
Good Hope School Choir (2014-2018)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040960"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Dvorak Romantische Stucke op75 No.1, 2nd Movement"|"Dovrak"|1|"20210906172242"|"AA00032"|"-HK Children's Choir
-School orchestra 2015-2020
-School choir, 2013- current"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040960"|""|"Music Audition"|"Vocal"|""|"N/A"|""|"ABRSM Grade 4 2018 [132]"|"Brahms, Sonntag"|"Brahms"|2|"20210906172313"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040960"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8 Oct 2019 [122]"|"Mozart Sonata in Bflat major, K 454 for Piano and Violin, 2nd Movement"|"Mozart"|1|"20210906172331"|"AA00032"|"-HK Children's Choir
-School orchestra 2015-2020
-School choir, 2013- current
-Music video clip
https://youtu.be/y3nN3nUkmuo"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040293"|""|"Music Audition"|"Flute"|""|"N/A"|""|"ABRSM Grade 5 October 2017[110]"|"Waltz in B minor, Op 69 No.2"|"Frederic Chopin"|1|"20210906172733"|"AA00032"|"School orchestra 2017-2021 
School band 2020-2021"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039943"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 7, May 2019 [130]"|"I got Rhythm"|"Paul Harvey"|1|"20210906174532"|"AA00032"|"1. Clarinettist in Concert Band of St. Paul's College , since Sep-2020 2. Clarinettist in Symphony Orchestra of St. Paul's College, since Sep-2020 3. Base Clarinettist in Senior School Concert Band of KTS School (Primary Section), May-2019 to Jun-2020 4. Clarinettist in Senior School Concert Band of KTS School (Primary Section), Sep-2017 to Apr-2019 5. Clarinettist in Junior School Concert Band of KTS School (Primary Section), Sep-2016 to Jul-2017
Singing: 1. Junior Choir of St. Paul's College, since Sep-20 2. Junior Choir of Kowloon Tong School (Primary Section), Sep-2014 to Jul-2016"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039943"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 8, January 2021 [139]"|"Concerto in Eb., Op.36, I movt"|"Franz Vinzenz Krommer"|1|"20210906174731"|"AA00032"|"1. Clarinettist in Concert Band of St. Paul's College , since Sep-2020 
2. Clarinettist in Symphony Orchestra of St. Paul's College, since Sep-2020 
Singing: 1. Junior Choir of St. Paul's College, since Sep-20 2. Junior Choir of Kowloon Tong School (Primary Section), Sep-2014 to Jul-2016
Performance in the ABRSM Grade 8 exam; https://youtu.be/pFrb_v_R5YE
Performance in the 73rd School Music Festival; https://youtu.be/zxfegqn_TFQ"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039105"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 April 2019 [140]"|"Nocturne in B, Opus 9 No. 1"|"Frédéric Francois Chopin"|1|"20210906175835"|"AA00032"|"Member of APA"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039105"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ATCL July 2020 [88]"|"Beethoven Sonata in C minor Opus 10 No. 1"|"Ludwig van Beethoven"|1|"20210906175835"|"AA00032"|"Member of APA"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039105"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"N/A"|"Fantasy Piece, FS 3h, CNW66"|"Carl Nielsen"|2|"20210906175910"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039955"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8, Nov 2017 [124]"|"Fantasiestucke op73 1st & 2nd Movement"|"Robert Schumann"|1|"20210909151533"|"AA00061"|"Video link:
https://drive.google.com/file/d/1XUbJUKTWH0XaDeuxrxNUTgKAu8i3a7An/view"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2020"
"S037965"|""|"Music Audition"|"Viola"|""|"N/A"|""|"ABRSM Grade 8 2018 [125]; Just finished recording for Trinty ATCL"|"J.S.Bach Suites no. 1 for Violoncello [Prelude, Allemande, Courante, Sarabande]"|"J.S. Bach"|1|"20210909173936"|"AA00061"|"School orchestra from 2015 to 2020
Viola: https://youtu.be/rm8hXiLYT3s 
Piano: https://youtu.be/5ghJop662js"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039955"|""|"Music Audition"|"Cello"|""|"N/A"|""|"Trinity ATCL August 2021 (pending), ABRSM Grade 8 November 2017 [124]"|"Brahms Sonata in E minor Opus 38 1st Movement"|"Johannes Brahms"|1|"20210910111049"|"AA00032"|"-Po Leung Kuk Choi Kai Yau School Senior Orchestra (1st Cello), 2019-2021.
-Werfen Orchestra, 2015-2021.
-ATCL video:
https://drive.google.com/file/d/1XUbJUKTWH0XaDeuxrxNUTgKAu8i3a7An/view?usp=drive_web"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039955"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 7 October 2016 [116]"|"Haydn Concerto in C major Hob.VIIb:1 1st Movement"|"Joseph Haydn"|1|"20210910111049"|"AA00032"|"-Po Leung Kuk Choi Kai Yau School Senior Orchestra (1st Cello), 2019-2021.
-Werfen Orchestra, 2015-2021.
-ATCL video:
https://drive.google.com/file/d/1XUbJUKTWH0XaDeuxrxNUTgKAu8i3a7An/view?usp=drive_web"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041716"|""|"Music Audition"|"Euphonium"|""|"N/A"|""|"ABRSM Grade 5 2018 [116]"|"Pokka"|"Allen Vizzutti"|1|"20210910112019"|"AA00032"|"Good Hope Primary School Symphonic Band 2016-2021,
Symphony Orchestra, 2018-2020; 
Good Hope School Symphonic Band 2021
Woodwind performance 2021:
https://drive.google.com/file/d/1E0OSsl1HiZ1fpPZDi9ZsX1tvDY653wcL/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041716"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 6 2021 [pending for results]"|"Prelude Glière Op 43"|"Reinhold Glière"|2|"20210910112126"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041716"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 3 2017 [122]"|""|""|2|"20210910112126"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041716"|""|"Music Audition"|"Euphonium"|""|"N/A"|""|"ABRSM Grade 7 2019 [113]"|"Vocalise"|"Sergei Rachmaninov"|1|"20210910112355"|"AA00032"|"Good Hope Primary School Symphonic Band 2016-2021,
Symphony Orchestra, 2018-2020; 
Good Hope School Symphonic Band 2021
Video links:
https://youtu.be/3LVArCntmM0
https://youtu.be/_6mj1mbrOq4"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040667"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5: 130 (January 2021)"|"Humoresque"|"A. Dvorak"|1|"20210910113818"|"AA00032"|"The Hong Kong Children’s Strings"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040667"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 2 2017"|"Bourree"|"J. S. Bach"|1|"20210910113847"|"AA00032"|"The Hong Kong Children’s Strings"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041500"|""|"Music Audition"|"Harp"|""|"N/A"|""|"ABRSM Grade 4 Merit (Harp) 2015"|"My Favorite Things"|"Richard Rodgers, arranged by Skaila Kanga"|1|"20210910115440"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S039152"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Cello Performance Grade 8, Jan 2021 [139]"|"Suite 1 (Prelude, Allemande, Gigue)"|"J.S. Bach"|1|"20210910120246"|"AA00032"|"School Junior Orchestra (Principal Cello) (2017-2019)
Senior Orchestra and String Orchestra since 2019
(1) Strings Competition May2021 (Faure: Elegie) https://youtu.be/8BZqnd5pfC0
(2) ABRSM Grade 8 Recording Jan 2021 https://youtu.be/hPyDdf-gvHo
(3) Cello Performance (Austrian Master Class, Zell, Austria) Aug 2019 (Squire: Tarantella Op,23)
https://youtu.be/jaiN5D2_sj8"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S035067"|""|"Music Audition"|"Percussion (Marimba)"|""|"N/A"|""|"ABRSM Grade 8 September 2019 [135]"|"Danse Boheme from Carmen, Act 2"|"BIZET"|1|"20210910124621"|"AA00032"|"-Percussion Band (but due to the pandemic, no more practices)
-Participated in School's Band which included music composition project and then performed the pieces in School."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S038076"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 8 March 2021 [118]"|"Allemanda : 2nd movement from Sonata in G Minor, RV42"|"Vivaldi"|1|"20210910131143"|"AA00032"|"As a cellist in the School Orchestra and a soprano in the School Choir, I really enjoy playing music and singing with my colleagues. It's definitely a memorable experience.
-School Orchestra, 2017 - present
-School Choir 2013 - present"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S038076"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 7 October 2019 [120]"|"Allegretto quasi Menuetto & Trio : 2nd movement from Sonata in E minor, Op.38"|"Brahms"|1|"20210910131313"|"AA00032"|"As a cellist in the School Orchestra and a soprano in the School Choir, I really enjoy playing music and singing with my colleagues. It's definitely a memorable experience.
-School Orchestra, 2017 - present
-School Choir 2013 - present"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040680"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5 [133]"|""|""|2|"20210910131803"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037934"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 8, Aug 2018 (131)"|"Sonata(Clarinet in Bb), 1st and 2nd Movement"|"Leonard Bernstein"|1|"20210910145254"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2020"
"S038379"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 March 2021 [133]"|"Beethoven Sonate Opus 14 No. 1"|"Beethoven"|1|"20210910173953"|"AA00061"|"-Member of school senior orchestra (clarinet)(2019-2021);
-Piano accompanist of orchestra (2021) and school choirs (2019-2020) 
*school choirs were suspended due to pandemic
-Member of school junior choir & Hymn Choir (2016-19), senior choir (2019-2020)
https://youtu.be/ZomvBaO8m8M
https://youtu.be/wRrCVQ8EkhU"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5 October 2015 [113]"|"Cesar Franck Sonata in A major for Violin and Piano 4th Movement"|"Cesar Franck"|1|"20210910175819"|"AA00032"|"Diocesan Boys' School Chinese Orchestra (Sept 2020-present) 
Diocesan Boys' School Primary Division Symphony Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division String Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division Chinese Orchestra (Sept 2017-Jul 2020)
Hong Kong Children's Choir (2013-2019)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8 November 2018 [123]"|"Mozart Concerto No.3 in G major K216 3rd Movement"|"Mozart"|1|"20210910180203"|"AA00032"|"Diocesan Boys' School Chinese Orchestra (Sept 2020-present) 
Diocesan Boys' School Primary Division Symphony Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division String Orchestra (Sept 2017-Jul 2020) 
Diocesan Boys' School Primary Division Chinese Orchestra (Sept 2017-Jul 2020)
Hong Kong Children's Choir (2013-2019)
Performances: https://drive.google.com/file/d/1dLo_sHdkNGqkXCvPKV5VFazMYL-uv8K9/view?usp=drivesdk, https://www.youtube.com/watch?v=aNwZicmpwJw"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041183"|""|"Music Audition"|"Erhu"|""|"N/A"|""|"Central Conservatory of Music Erhu Grade 5, July 2019 [Pass]"|""|""|2|"20210910182534"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041335"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 7 January 2021 (142)"|"Gigue: fifth movement from Suite No.8 in F minor, HWV 433"|"George Frideric Handel"|1|"20210911164732"|"AA00032"|"Primary School Junior String Orchestra (2015 to 2017)
Hong Kong Children's Choir (2014)
School Intermediate Choir (2015-2017)
Primary School Treble Choir (2017-2020)
College Treble Choir (2020- current)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041335"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5 August 2016 (114)"|"Ridicolosamente: No.10 from Visions fugitives, Op.22"|"Sergey Prokofiev"|1|"20210911164732"|"AA00032"|"Primary School Junior String Orchestra (2015 to 2017)
Hong Kong Children's Choir (2014)
School Intermediate Choir (2015-2017)
Primary School Treble Choir (2017-2020)
College Treble Choir (2020- current)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041335"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5 February 2021 (130)"|"Allegro: first movement from Concerto in G, Op 3 No.3, RV 310"|"Antonio Vivaldi"|2|"20210911164905"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041335"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 3 August 2018 (130)"|""|""|2|"20210911164905"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S037965"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 2 in 2015 (missing mark sheet) Angus will enrol into Grade 8 in 2021"|"Snow, moon and flowers"|"Peter Sculthorpe"|2|"20210913102043"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041233"|""|"Music Audition"|"Trumpet"|""|"N/A"|""|"ABRSM Grade 5 August 2019 [115]"|"Romanze 1805"|"Johann Nepomuk Hummel"|1|"20210916103136"|"AA00032"|"-Youth Choir at Pentecostal Mission Church 2020 - 2022
-Choir of S.K.H. Kei Yan Primary School 2016-2018
-Children Choir at Pentecostal Mission Church 2012-2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041233"|""|"Music Audition"|"Trumpet"|""|"N/A"|""|"ABRSM Grade 3 October 2017 [112]"|"Lindy Hop!"|"Tom Davoren"|1|"20210916103156"|"AA00032"|"-Youth Choir at Pentecostal Mission Church 2020 - 2022
-Choir of S.K.H. Kei Yan Primary School 2016-2018
-Children Choir at Pentecostal Mission Church 2012-2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041553"|""|"Music Audition"|"Bassoon"|""|"N/A"|""|"ABRSM Grade 5 02 Nov 2019 [135]"|"Concerto in Bb, K.191 1st movement, Allegro"|"Mozart"|1|"20210916130624"|"AA00032"|"-Member of APA
-SPCC Orchestra (2020-now)
-PMG (2019-2020)
-SPCCPS Wind Band (2017-2020)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041553"|""|"Music Audition"|"Bassoon"|""|"N/A"|""|""|"Study No. 35 (from Bassoon Studies, Op.8, Vol.2)"|"Weissenborn"|1|"20210916130624"|"AA00032"|"-Member of APA
-SPCC Orchestra (2020-now)
-PMG (2019-2020)
-SPCCPS Wind Band (2017-2020)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041553"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 11 Oct 2019 [134]"|"Nocturne in G minor (Op.37 No.1)"|"Fryderky Chopin"|2|"20210916130705"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040805"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 September 2021 [result pending]"|"Allegro/Moderato (1st movement from Sonata [No.3] in A"|"Marianne Martinez"|1|"20210917103723"|"AA00032"|"-Member of Dr Yip's 
-Joined the school orchestra for a short period of time, due to COVID Pandemic, 
after school activities cancelled soon after school started."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040805"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 5 November 2019 [120]"|"Thunder in Drought Season"|"Chen Peixum"|1|"20210917103723"|"AA00032"|"-Member of Dr Yip's 
-Joined the school orchestra for a short period of time, due to COVID Pandemic, 
after school activities cancelled soon after school started."|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040805"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8 Jan 2021 [133]"|"Allegro/Moderato (First movement from concerto in G)"|"Haydn"|2|"20210917103836"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040805"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 5 May 2019 [124]"|""|""|2|"20210917103836"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041233"|""|"Music Audition"|"Singing"|""|"N/A"|""|"Matthew didn't sit singing exam"|"The Birds' Lament"|"Richard Rodney Bennett"|2|"20210917113047"|"AA00061"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041817"|""|"Music Audition"|"Cello"|""|"N/A"|""|"Trinity ATCL Jul 2021 [TBC], ABRSM Grade 8 Nov 2017 [130]"|"Haydn Concerto in C 1st movement"|"Haydn"|1|"20210917131455"|"AA00032"|"-Diocesan Boys' School - Symphony Orchestra, 2018-2021; String Orchestra, 2018-2021; String Quintet, 2020-2021; HK Academy for Performing Arts (HKAPA) - Strings Ensemble, 2014-2018; Diocesan Boys' School Primary Division - Symphony Orchestra, 2014-2018; String Orchestra, 2014-2018; HK Children's Strings - Strings Ensemble, 2014-2015
Video: https://drive.google.com/file/d/1Oo1fgUIi_P-U9GWOxvnlEedE-y5aa3-X/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S041817"|""|"Music Audition"|"Cello"|""|"N/A"|""|"ABRSM Grade 5 Oct 2015 [136]"|"Beethoven Sonata in A, op. 69 first movement"|"Beethoven"|1|"20210917131455"|"AA00032"|"-Diocesan Boys' School - Symphony Orchestra, 2018-2021; String Orchestra, 2018-2021; String Quintet, 2020-2021; HK Academy for Performing Arts (HKAPA) - Strings Ensemble, 2014-2018; Diocesan Boys' School Primary Division - Symphony Orchestra, 2014-2018; String Orchestra, 2014-2018; HK Children's Strings - Strings Ensemble, 2014-2015
Video: https://drive.google.com/file/d/1Oo1fgUIi_P-U9GWOxvnlEedE-y5aa3-X/view?usp=sharing"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040128"|""|"Music Audition"|"Violin"|""|"N/A"|""|"ABRSM Grade 8 Jan 2021 (106)"|"Violin Partita No.2 in D minor, BWV 1004"|"J S Bach"|1|"20210917143109"|"AA00032"|"School Camerata strings Ochestra (2019-2021)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040128"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|"Obertass no 1 from Two Mazurkas, Op 19"|"Henryk Wieniawski"|1|"20210917143109"|"AA00032"|"School Camerata strings Ochestra (2019-2021)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040024"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM diploma ARSM Sept. 2021 (38/50)"|"Beethoven Sonata in C minor, op.10 No.1 1st & 2nd Movement"|"Beethoven"|1|"20210917182009"|"AA00032"|"-2017/2018 H.K. Junior Chamber Ensemble (Music Office, the Government of HKSAR) 
-2018/2019 Kowloon Youth Strings (Music Office, the Government of HKSAR)
-2017-2020 West Island School Orchestra. From 2020 till now, due to Covid 19 pandemic , school orchestra which is a group activity is banned.
-Grade 8 Violin Advanced level 3 (Music Office, the Government of HKSAR)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040024"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 Sept. 2019 (110)"|"La puerta del Vino Prelude No.3"|"Debussy"|1|"20210917182009"|"AA00032"|"-2017/2018 H.K. Junior Chamber Ensemble (Music Office, the Government of HKSAR) 
-2018/2019 Kowloon Youth Strings (Music Office, the Government of HKSAR)
-2017-2020 West Island School Orchestra. From 2020 till now, due to Covid 19 pandemic , school orchestra which is a group activity is banned.
-Grade 8 Violin Advanced level 3 (Music Office, the Government of HKSAR)"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040024"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Music Office the Government of HKSAR Violin Advanced level 2 = Grade 7 Aug 2021 (71.5/100); level 1 = Grade 6 Aug 2019 (72/100)"|"J.S. Bach Violin Sonata in A major, BMV 1015 4th Movement"|"Bach, Johann Sebastian"|2|"20210917182308"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040024"|""|"Music Audition"|"Violin"|""|"N/A"|""|""|""|""|2|"20210917182318"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040025"|""|"Music Audition"|"Piano"|""|"N/A"|""|"Trinity College London ATCL Feb. 2021 (70/100)"|"Sonata in K309 1st & 2nd Movement"|"Wolfgang Amadeus Mozart"|1|"20210917182823"|"AA00032"|"-2017/2018 H.K. Junior Chamber Ensemble (Music Office, the Government of HKSAR) 
-2018/2019 Kowloon Youth Strings (Music Office, the Government of HKSAR) 
-2017-2020 West Island School Orchestra. From 2020 till now , due to Covid 19 pandemic, school orchestra as a group activity is banned.
-Violin Advanced level 3 = Grade 8 at Music Office the Government of HKSAR"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040025"|""|"Music Audition"|"Piano"|""|"N/A"|""|"ABRSM Grade 8 Sept. 2019 (104)"|"Rondo alla turca"|"Wolfgang Amadeus Mozart"|1|"20210917182823"|"AA00032"|"-2017/2018 H.K. Junior Chamber Ensemble (Music Office, the Government of HKSAR) 
-2018/2019 Kowloon Youth Strings (Music Office, the Government of HKSAR) 
-2017-2020 West Island School Orchestra. From 2020 till now , due to Covid 19 pandemic, school orchestra as a group activity is banned.
-Violin Advanced level 3 = Grade 8 at Music Office the Government of HKSAR"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040025"|""|"Music Audition"|"Violin"|""|"N/A"|""|"Music Office The Government of HKSAR Advanced level 2 = Grade 7 Aug 2021 (74/100)"|"Sonata in A major, BWV 1015 4th movement"|"Johann Sebastian Bach"|2|"20210917182949"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S040025"|""|"Music Audition"|"Violin"|""|"N/A"|""|"level 1 = Grade 6 Aug 2019 (69/100)"|""|""|2|"20210917182949"|"AA00032"|""|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
"S036874"|""|"Music Audition"|"Clarinet"|""|"N/A"|""|"ABRSM Grade 8 (2018) (missing mark sheet and cert)"|"Variations sentimentales"|"Carl Baermann"|1|"20210918110355"|"AA00061"|"-Diocesan Boys’ School Secondary Division Wind Band 2019-current
-Diocesan Boys’ School Primary Division Senior Orchestra 2016-2019"|"MUSIC AUDITION-TOP SCHOOLS WEEKEND 2021"
