"school_id"|"banktype"|"currency"|"bankname"|"bankacc"|"bankaddress"|"ibankacc"|"swift"|"sortcode"|"ibanno"|"remarks"|"lastupdate"|"staffid"|"billingname"
492|"Course"|"GBP"|"Barclays Bank Plc"|"30719617"|"11-13 Queen Street, Ramsgate,Kent CT11 9UP"|"St. Lawrence College"|"BARCGB22"|"20-17-92"|"GB23BARC20179230719617"|"Debit and Credit card also accepted (1.25% surcharge)"|"20130525"|""|"St. Lawrence College"
492|"Course"|"GBP"|"Barclays Bank Plc"|"30719617"|"Leicester, Leicestershire, LE87 2BB, UK"|"The Corporation of St. Lawrence College"|"BARCGB22"|"20-18-00"|"GB84BARC20180030719617"|"Bank transfer
Debit and Credit card also accepted (1.25% surcharge)"|"20210814103733"|"AA00078"|"St. Lawrence College"
130|"Course"|"GBP"|"Barclays Bank Plc"|"20157287"|"44-46 Castle Street, Shrewsbury, SY1 2BU"|"The Bell Concord Educational Trust Ltd"|"BARCGB 22"|"20-78-01"|"GB94BARC20780120157287"|"Please quote the name of student"|"20180116101821"|"AA00078"|"Concord College"
130|"Course"|"GBP"|"Barclays Bank Plc"|"20157287"|"44-46 Castle Street, Shrewsbury, SY1 2BU"|"The Bell Concord Educational Trust Ltd"|"BARCGB 22"|"20-78-01"|"GB94BARC20780120157287"|"Please quote the name of student

Credit card payment method:
Payments can be made using the following link: http://concordcollegeuk.com/about-concord/general/general-payments/"|"20210825181720"|"AA00078"|"Concord College"
258|"Course"|"GBP"|"Royal Bank of Scotland"|"23109401"|"Threadneedle Street  LONDON EC2R 8LA"|"KING EDWARD’S SCHOOL WITLEY"|"RBOSGB2L"|"16-00-15"|"GB23RBOS16001523109401"|""|"20130925171524"|"AA00025"|""
11|"Course"|"GBP"|"Svenska Handelsbanken AB (publ) - (Handelsbanken)"|"56384182"|"Svenska Handelsbanken AB (publ)"|"Shrewsbury School"|"HANDGB22"|"40-51-62"|"GB98HAND40516256384182"|"When making such payments, we would be grateful if you could use either your son or daughters account number (on school bill) or family name with initial as the payment reference."|"20190106151757"|""|"Shrewsbury School"
274|"Course"|"GBP"|"Barclays Bank Plc"|"00997269"|"37 Milsom Street, Bath,BA1 1DA"|"Kingswood School Trustee Limited"|"BARCGB22"|"20-05-12"|"GB49BARC20051200997269"|"Reference: Student name must be stated here (to identify the fee with the correct application)"|"20130525"|""|"Kingswood School"
455|"Course"|"GBP"|"Barclays Bank Plc"|"20395730"|"Barclays Bank Stevenage, North Herts Group, 5-6 High Street, Hitchin, Herts.  SG5 1BJ UK"|"St. Francis’ College Trust"|"BARC-GB-22"|"20-41-12"|"GB85BARC20411220395730"|""|"20141215175337"|"AA00032"|"St. Francis' College"
532|"Course"|"GBP"|"Barclays, London Corporate Banking"|"50651591"|"1 Churchill Place, London, E14 5HP"|"The King's School, Canterbury"|"BARCGB22"|"20-00-00"|"GB13BARC20000050651591"|"20190924: Old address: London Corporate Banking, 54 Lombard Street, London EC3V 9EX

Reference: (surname of pupil)..../ JKS / Reg (Please ensure the latter part of this reference is included)"|"20200924152328"|"AA00078"|"Junior King's School (The)"
330|"Course"|"GBP"|"National Westminster Bank Plc"|"17604052"|"Chelmsford Branch, 4-5 High Street, Chelmsford, Essex, CM1 1FZ"|"New Hall School Trust"|"NWBKGB2L"|"60-05-13"|"GB88NWBK60051317604052"|""|"20130525"|""|"New Hall School Enterprises Ltd"
134|"Course"|"GBP"|"HSBC"|"80010030"|"8 Victoria Street, Westminster, London, SW1H 0NJ"|"Culford School"|"MIDLGB2110E"|"40-02-06"|"GB71MIDL40020680010030"|""|"20130525"|""|"Culford School"
65|"Course"|"GBP"|"Allied Irish Bank"|"00668165"|"Bristol Branch, 19 Whiteladies Road, Clifton, Bristol, BS8 1PB"|"Blundell's School"|"AIBKGB2L"|"23-84-80"|"GB59AIBK23848000668165"|"[20April2017] Please put the student’s name as a reference when you make a transfer."|"20170420110732"|"AA00065"|"Blundell's School"
687|"Course"|"GBP"|"National Westminster Bank"|"31105149"|"1 High Street, Croydon, CR9 1PD"|"Whitgift School"|"NWBKGB2L"|"56-00-46"|"GB42NWBK56004631105149"|"20180508: Ref. P5003W (plus candidate’s name)"|"20180508110140"|"AA00078"|""
687|"Course"|"GBP"|"National Westminster Bank"|"31105149"|"1 High Street, Croydon, CR9 1PD"|"Whitgift School"|"NWBKGB2L"|"56-00-46"|"GB42NWBK56004631105149"|"20180508: Ref. P5003W (plus candidate’s name)"|"20220719145206"|""|"Address to: Whitgift School, c/o John Whitgift Foundation"
78|"Course"|"GBP"|"Barclays Bank Plc"|"60208426"|"Solent and Dorset Business Centre, PO BOX 612, Ocean Way, Ocean Village, Southampton, SO14 6ZP"|"Brockenhurst College"|"BARCGB22"|"20-53-79"|"GB34BARC20535360208426"|"Please include reference such as students name for processing purposes. Please ensure that the amount you pay includes all charges for transmission, both in your own country and in the UK. (GBP 20 bank charges) (26.02.09)

invoice can be emailed to  finance@wess.ac.uk"|"20190717154149"|"AA00078"|"Billing Address: Brockenhurst College Finance, Redlands, 25 Knyveton Road, Bournemouth,BH1 3QQ,"
655|"Course"|"GBP"|"Barclays Bank Plc"|"50449849"|"2 Carfax, Horsham, RH12 1DN"|"Christ's Hospital"|"BARCGB22"|"20-42-58"|"GB57BARC20425850449849"|""|"20141201125049"|"AA00003"|"Christ's Hospital"
655|"Course"|"GBP"|"Barclays Bank Plc"|"50449849"|"2 Carfax, Horsham, RH12 1DN"|"Christ's Hospital"|"BARCGB22"|"20-42-66"|"GB57BARC20425850449849"|""|"20220929164614"|"AA00095"|"Christ's Hospital"
655|"Course"|"GBP"|"Barclays Bank Plc"|"50449849"|"2 Carfax, Horsham, RH12 1DN"|"Christs Hospital School"|"BARCGB22"|"20-42-66"|"GB57BARC20425850449849"|""|"20220929164632"|"AA00095"|"Christ's Hospital"
7|"Course"|"GBP"|"Barclays Bank Plc"|"70480924"|"Leicester, United Kingdom, LE87 2BB"|"Headington School Oxford Ltd"|"BARCGB22"|"20-65-26"|"GB31BARC20652670480924"|"Please use the following format for the reference accompanying the online payment:
Daughter’s surname Daughter’s Christian name"|"20210108162053"|""|"Headington School Oxford Ltd"
177|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00288010"|"1 West Street, Horsham, West Sussex RH13 6AA"|"Farlington School Trust Ltd"|"LOYDGB21084"|"30-94-41"|"GB61LOYD30944100288010"|""|"20190525120603"|"AA00078"|"Farlington School"
304|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00005122"|"48 Belle Vue Terrace, Malvern, Worcestershire, WR14 4QG"|"Malvern College"|"LOYDGB2L"|"30-95-41"|"GB98LOYD30954100005122"|""|"20170525111820"|"AA00065"|"Malvern College"
11|"Registration Fee"|"GBP"|"Barclays Bank Plc"|"10979880"|"-"|"Shrewsbury School"|"BARC GB22"|"20-78-01"|"GB91 BARC 2078 0110 9798 80"|"20210915: Please note we have recently changed our Bank Details to Barclays Bank.

Any registration fees recently transferred to us using our old Bank Details (Handlesbanken) will still come through, but we prefer for the new Registration Forms to be used from today."|"20210915173809"|"AA00078"|""
11|"Registration Fee"|"GBP"|"Barclays Bank Plc"|"10979880"|"Barclays Bank PLC, 44-46 Castle Street, Shrewsbury SY1 2BU"|"Shrewsbury School"|"BARC GB22"|"20-78-01"|"GB91 BARC 2078 0110 9798 80"|"20210915: Please note we have recently changed our Bank Details to Barclays Bank.

Any registration fees recently transferred to us using our old Bank Details (Handlesbanken) will still come through, but we prefer for the new Registration Forms to be used from today."|"20221018122105"|"AA00078"|""
534|"Course"|"GBP"|"Svenska Handelsbanken AB (publ)"|"69165142"|"Byron House, Cambridge Business Park, Cowley Roa, Cambridge CB4 0UZ"|"The Leys School"|"HANDGB22"|"40-51-62"|"GB20HAND40516269165142"|""|"20210501004021"|"AA00078"|"The Leys School"
67|"Course"|"GBP"|"Co-operative Bank"|"70138504"|"41 Vicar Lane, Leeds, LS1 6DS"|"Bootham School"|"CPBKGB22"|"08-90-72"|"GB18CPBK08907270138504"|""|"20130525"|""|"Bootham School"
456|"Course"|"GBP"|"Royal Bank of Scotland"|"00255105"|"142/144 Princes Street, Edinburgh, EH2 4EQ"|"St George's School for Girls"|"RBOSGB2L"|"83-51-00"|"GB42RBOS83510000255105"|""|"20130525"|""|"St. George's School For Girls, Edinburgh"
89|"Course"|"GBP"|"Barclays Bank Plc"|"90225762"|"Barclays Business Banking, Sussex & Gatwick Team, PO Box 165, 90/92 High Street, Crawley, BX3 2BB"|"Burgess Hill School for Girls No 4 Account"|"BARCGB22"|"20-49-84"|"GB38 BARC 2049 8490 2257 62"|""|"20200512112806"|"AA00078"|"Burgess Hill School For Girls"
101|"Registration Fee"|"GBP"|"HSBC"|"80437581"|"HSBC, 60 Queen Victoria St, London, EC4N 4TR"|"CSFC Ltd"|"HBUKGB4B"|"40-11-60"|"GB79HBUK40116080437581"|""|"20180904102110"|"AA00078"|""
89|"Course"|"GBP"|"Barclays Bank Plc"|"90225762"|"Barclays Business Banking, Sussex & Gatwick Team, PO Box 165, 90/92 High Street, Crawley, BX3 2BB"|"Burgess Hill School for Girls"|"BARCGB22"|"20-49-84"|"GB02 BARC 2049 8490 2257 62"|"When making a direct payment, please quote the student’s name in the reference field. Please allow for bank charges when making your payment."|"20221105160737"|"AA00078"|"Burgess Hill School For Girls"
10|"Course"|"GBP"|"National Westminster Bank Plc"|"53541243"|"Castle Square, Brighton, BN1 1ES"|"Roedean School"|"NWBKGB2L"|"60-30-09"|"GB46NWBK60300953541243"|""|"20130525"|""|"Roedean School"
493|"Course"|"GBP"|"National Westminster Bank Plc"|"60837829"|"19 High Street, Heathfield, East Sussex TN21 8PL, UK"|"Mayfield School Limited"|"NWBKGB2L"|"60-10-30"|"GB30NWBK 60103060837829"|"Electronic bank transfer details"|"20201007110104"|"AA00078"|"Mayfield School Services Ltd"
208|"Course"|"GBP"|"Barclays Bank Plc"|"60426717"|"Holt Branch, 17 Market Place, Fakenham, Norfolk, NR2I 9BE"|"Gresham's School Fees Account"|"BARCGB22"|"20-30-81"|"GB33BARC20308160426717"|"Please ensure all transfers use the pupil's name as a reference"|"20140409100426"|"AA00044"|"Gresham's"
313|"Registration Fee"|"GBP"|"ce Bank of Scotland"|"00469605"|"St Andrew's Square, Edinburgh"|"Accounts Office, Merchiston Castle School"|"BOFSGB21012"|"80-11-00"|"GB92BOFS80110000469605"|""|"20201112122807"|"AA00078"|""
389|"Course"|"GBP"|"National Westminster Bank Plc"|"52707865"|"Market Place, Loughborough, LE11 3NZ"|"Ratcliffe College"|"NWBKGB2L"|"60-14-10"|"GB34NWBK60141052707865"|"20180427: If paying fees direct to the School's bank account, please put the pupil’s account number in the reference field on the paying-in slip."|"20190118222355"|""|"Ratcliffe Enterprises"
389|"Course"|"GBP"|"National Westminster Bank Plc"|"52707865"|"Market Place, Loughborough, LE11 3NZ"|"Ratcliffe College"|"NWBKGB2L"|"60-14-10"|"GB34NWBK60141052707865"|"20180427: If paying fees direct to the School's bank account, please put the pupil’s account number in the reference field on the paying-in slip."|"20230404114310"|"AA00078"|"Ratcliffe Enterprises"
398|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00234948"|"14 Castle Street, Cirencester, Gloucestershire GL7 1QJ"|""|"LOYDGB21102"|"30-92-06"|"GB84LOYD30920600234948"|""|"20130525"|""|"Rendcomb College"
611|"Course"|"GBP"|"Barclays Bank Plc"|"20800759"|"Oxford City Office, PO Box 333, 54 Cornmarket Street, Oxford, OX1 3HB"|"St Edward's School"|"BARCGB22"|"20-65-18"|"GB22BARC20651820800759"|""|"20130525"|""|"St. Edward's School"
50|"Course"|"GBP"|"HSBC"|"92732971"|"12 All Hallows, Bedford, MK40 1LJ"|"The Harpur Trust"|"HBUKGB4102H"|"40-10-02"|"GB97HBUK40100292732971"|""|"20200811113545"|"AA00078"|"Bedford School"
330|"Course"|"GBP"|"National Westminster Bank Plc"|"17604052"|"Chelmsford Branch, 4-5 High Street, Chelmsford, Essex, CM1 1FZ"|"New Hall School Trust"|"NWBKGB2L"|"60-05-13"|"GB88NWBK60051317604052"|"Please quote pupil name and Account Reference (found on the invoice Remittance Advice) on all transactions"|"20220401123831"|"AA00078"|"New Hall School Enterprises Ltd"
573|"Course"|"GBP"|"Allied Irish Bank"|"56000196"|"City Office, 9/10 Angel Court, London, EC2R 7AB"|"Wellington College Joint Account"|"AIBKGB2L"|"23-84-82"|"GB16AIBK23848256000196"|"Please quote the pupil name when making payment and allow for bank charges."|"20130525"|""|"Wellington College"
573|"Registration Fee"|"GBP"|"Barclays Bank"|"23163083"|"Leicester, Leicestershire, UNITED KINGDOM, LE87 2BB"|"The Wellington College"|"BARCGB22"|"20-97-74"|"GB 07 BARC 2097 7423 1630 83"|"This is the bank transfer account for the non-refundable Registration Fee.

Parents who live overseas do not have a UK Postal Code and can experience problems in making the payment by credit card.

Please quote student's name as reference."|"20210506180059"|"AA00078"|""
40|"Course"|"GBP"|"Barclays Bank Plc"|"70307807"|"8 Market Place, Kettering, Northants, NN16 0AX"|"Ashford School"|"BARCGB22"|"20-45-77"|"GB43BARC20457770307807"|"Please include the PUPIL NAME on the transfer reference"|"20150224112916"|"AA00044"|"Ashford School"
345|"Course"|"GBP"|"Barclays Bank Plc"|"10679259"|"Mortlock House, PO Box 885, Histon, CB4 9DE"|"Oundle School Fees in Suspense"|"BARCGB22"|"20-67-45"|"GB91BARC20674510679259"|"Please make sure you quote your child's name so that we know the payment is from you.

[20Sep14] Amended the address, which before was:  Po Box 422, 1 Church Street, Peterborough, PE1 1QR"|"20200919120023"|"AA00078"|"Oundle School"
17|"Course"|"GBP"|"Lloyds Bank PLC"|"39603560"|"27 High Street, Colchester, Essex, CO1 1DU"|"Colchester Royal Grammar School"|"LOYDGB21115"|"30-92-16"|"GB93 LOYD 3092 1639 6035 60"|"Please put down student's name as remarks and any bank charges are responsible by the remitter."|"20181223162352"|""|"Colchester Royal Grammar School_Jenny Johns_JJohns@crgs.co.uk"
17|"Course"|"GBP"|"Natwest"|"11645881"|"-"|"The Thinking Schools Academy Trust"|"-"|"60-17-36"|"-"|"Confirmed with CRGS, the bank account is now changed"|"20230816170738"|"AA00078"|""
130|"Course"|"GBP"|"Barclays Bank Plc"|"20157287"|"44-46 Castle Street, Shrewsbury, SY1 2BU"|"The Bell Concord Educational Trust Ltd"|"BARCGB 22"|"20-78-01"|"GB94BARC20780120157287"|"Please quote the name of student

20210825: Credit card payment method:
Payments can be made using the following link: http://concordcollegeuk.com/about-concord/general/general-payments/"|"20210825181736"|"AA00078"|"Concord College"
125|"Course"|"GBP"|"HSBC"|"92487918"|"62 George White Street, Cabot Circus Bristol, BS1 3BA"|"Clifton College"|"HBUKGB4B"|"40-14-13"|"GB06HBUK40141392487918"|"Please ensure that you clearly include the pupil's name in the transaction Reference field so that we can trace and indentify the transaction on receipt."|"20200824141553"|"AA00078"|"Clifton College"
611|"Course"|"GBP"|"Barclays Bank Plc"|"20800759"|"Oxford City Office, PO Box 333, 54 Cornmarket Street, Oxford, OX1 3HB"|"St Edward's School"|"BARCGB22"|"20-65-26"|"GB83BARC20652620800759"|""|"20230414111250"|"AA00078"|"St. Edward's School"
1|"Course"|"GBP"|"National Westminster Bank Plc"|"61580430"|"11 Market Place, Abingdon, Oxon, OX14 3HH"|"Abingdon School"|"NWBKGB2L"|"60-01-01"|"GB52NWBK60010161580430"|"Please allow GBP 15 as bank charges for TT"|"20160105154146"|"AA00038"|"Abingdon School"
4|"Registration Fee"|"GBP"|"Lloyds Bank Plc"|"00144365"|"49 High Street, Godalming, Surrey, GU7 1AT, UK"|"GBC Fees"|"LOYDGB21195"|"30-93-49"|"GB54 LOYD 3093 4900 1443 65"|"For bank transfer of reg fee and deposit. Please state clearly the child's surname for reference purposes"|"20210622172906"|"AA00078"|""
384|"Registration Fee"|"GBP"|"Natwest"|"61594857"|"-"|"Radley College"|"NWBKGB2106M"|"60-01-01"|"GB75NWBK60010161594857"|"20180220: This account is for electronic/BACS transfer"|"20180220150641"|"AA00078"|""
13|"Course"|"GBP"|"Lloyds Bank"|"00734106"|"12 Swan Street, Warwick, Warwickshire, CV34 4BJ"|"Warwick School Fees Account"|"LOYDGB21285"|"30-99-15"|"GB57 LOYD 3099 1500 7341 06"|"Please ensure the parents put the boys name on the transfer. Please allow GBP 20 as the bank charges in the UK."|"20181212094859"|"AA00078"|"Warwick School"
9|"Course"|"GBP"|"Barclays Bank Plc"|"60797049"|"1 Churchill Place, Canary Wharf, London, E14 5HP"|"Lancing College"|"BARCGB22"|"20-65-82"|"GB31BARC20658260797049"|""|"20151003105149"|"AA00038"|"Lancing College"
500|"Course"|"GBP"|"National Westminster Bank Plc"|"73326119"|"Winchester, Old Branch, 105 High Street, Winchester, Hampshire, SO23 9AW, England"|"St. Swithun's School (Winchester)"|"NWBKGB2L"|"55-81-26"|"GB72NWBK55812673326119"|"Please note: For all overseas applicants – all bank charges/fees levied on the transfer must be paid at source."|"20180410101908"|"AA00078"|"St. Swithun's School"
11|"Registration Fee"|"GBP"|"Barclays Bank Plc"|"10979880"|"Barclays Bank PLC, 44-46 Castle Street, Shrewsbury, SY1 2BU"|"Shrewsbury School"|"BARC GB22"|"20-78-01"|"GB91 BARC 2078 0110 9798 80"|"20210915: Please note we have recently changed our Bank Details to Barclays Bank.

Any registration fees recently transferred to us using our old Bank Details (Handlesbanken) will still come through, but we prefer for the new Registration Forms to be used from today."|"20221018122119"|"AA00078"|""
36|"Others"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Ltd, Scholars Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|"[6 Apr18] Please make cheques payable to Ardingly College Ltd. (NB. It is expected that payment by cheque will begin to be phased out by 2020 and replaced with bank transfer arrangements.)

When paying by bank transfer please quote the student’s name."|"20180406103327"|"AA00075"|"Ardingly Projects Ltd"
22|"Course"|"GBP"|"National Westminster Bank Plc"|"44547307"|"44 High Street, Oakham Rutland LE15 6NZ"|"Uppingham School General Fund"|"NWBKGB2L"|"01-06-34"|"GB98NWBK01063444547307"|"Please remember to include as much detail as possible in the narrative section to ensure that the correct pupil account is credited (for example: Account Ref: SMITH/7023).

Account Name: Uppingham School General Fund"|"20130727095523"|"AA00025"|"Uppingham School"
16|"Registration Fee"|"GBP"|"Barclays"|"33012697"|"-"|"Epsom College"|"BARCGB22"|"20-00-00"|"GB36 BARC 200000 33012697"|"Please ensure the applicant's name is quoted as the reference."|"20200915172710"|"AA00078"|""
611|"Course"|"GBP"|"Barclays Bank Plc"|"20800759"|"Oxford City Office, PO Box 333, 54 Cornmarket Street, Oxford, OX1 3HB"|"St Edward's School"|"BARCGB22"|"20-65-26"|"GB83BARC20652620800759"|""|"20230912141128"|"AA00078"|"St. Edward's School"
337|"Registration Fee"|"GBP"|"Barclays Bank"|"43608042"|"10 High Street, Oakham, LE15 6AN"|"Oakham School"|"BARCGB22"|"20-63-74"|"GB90BARC20637443608042"|"Please give your child's name as reference"|"20200626121539"|"AA00078"|""
337|"Course"|"GBP"|"National Westminster Bank Plc"|"44562985"|"44 High Street, Oakham Rutland LE15 6NZ"|"Oakham School General Fund"|"NWBKGB2L"|"01-06-34"|"GB03NWBK01063444562985"|""|"20131211105655"|"AA00025"|"Oakham School"
304|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00005122"|"48 Belle Vue Terrace, Malvern, Worcestershire, WR14 4QG"|"Malvern College"|"LOYDGB21139"|"30-95-41"|"GB98LOYD30954100005122"|""|"20221014173132"|"AA00078"|"Malvern College"
58|"Registration Fee"|"GBP"|"National Westminster Bank Plc"|"06607578"|"NatWest, 199 High Street, Berkhamsted HP4 1AW"|"Berkhamsted Schools Group"|"NWBKGB2L"|"60-02-21"|"GB64 NWBK 6002 2106 6075 78"|""|"20180220100419"|""|"Berkhamsted School, 6 Chesham Road, Berkhamsted, Hertfordshire HP4 3AA"
337|"Registration Fee"|"GBP"|"Barclays Bank"|"43608042"|"10 High Street, Oakham, LE15 6AN"|"Oakham School General Fund"|"BARCGB22"|"20-63-74"|"GB90BARC20637443608042"|"Please give your child's name as reference"|"20231219112402"|"AA00078"|""
465|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00653408"|"95-97 Regent Street, Gonville Place, Cambridge CB2 1BQ"|"St Mary's School, Cambridge"|"LOYDGB21035"|"30-13-55"|"GB03LOYD30135500653408"|"Please ensure the applicants name is quoted as the reference, so that we can match up the payment with the application"|"20190210151908"|""|"St Mary’s School Enterprises Ltd"
409|"Course"|"GBP"|"National Westminster Bank Plc"|"05008204"|"National Westminster Bank, Church St, Fleetwood, Lancs"|"The Corporation of Rossall School"|"NWBKGB2L"|"60-08-26"|"GB65NWBK60082605008204"|""|"20130810112728"|"AA00025"|"Rossall School"
125|"Course"|"GBP"|"HSBC"|"92487918"|"62 George White Street, Cabot Circus Bristol, BS1 3BA"|"Clifton College"|"HBUKGB4B"|"40-14-13"|"GB06HBUK40141392487918"|"Please ensure that you clearly include the pupil's name in the transaction Reference field so that we can trace and indentify the transaction on receipt."|"20230909184150"|"AA00078"|"Clifton College"
136|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"03331173"|"38 Market Place, Devizes Wiltshire, SN10 1JD"|"Dauntsey's School"|"LOYDGB8721202"|"30-92-63"|"GB87LOYD30926303331173"|"Under ‘Reference’ please quote the parent account number on the bottom left corner of the invoice
(eg ABCD10). For international bank transfers, please ensure that all bank transfer charges are paid locally.

Could you please ensure that the transaction includes the name of the pupil concerned, this will enable the Accounts Department to identify the payment when it is received. Thank you."|"20140715130852"|"AA00044"|"Dauntsey's School"
313|"Registration Fee"|"GBP"|"ce Bank of Scotland"|"00469605"|"St Andrew's Square, Edinburgh"|"Accounts Office, Merchiston Castle School"|"BOFSGB21012"|"80-11-00"|"GB92BOFS80110000469605"|""|"20230203164441"|"AA00078"|""
1|"Course"|"GBP"|"National Westminster Bank Plc"|"61580430"|"11 Market Place, Abingdon, Oxon, OX14 3HH"|"Abingdon School"|"NWBKGB2L"|"60-01-01"|"GB52NWBK60010161580430"|"Please allow GBP 15 as bank charges for TT
All charges must be paid by the sender"|"20230919103203"|"AA00078"|"Abingdon School"
549|"Course"|"GBP"|"Lloyds Bank plc"|"34647068"|"University of Cambridge, 3 Sydney Street, CB2 3HG"|"The Stephen Perse Foundation"|"LOYD GB 21035"|"30-13-55"|"GB24LOYD30135534647068"|"Please use your CHILD’S NAME as the reference."|"20200707101613"|"AA00078"|""
611|"Course"|"GBP"|"Barclays Bank Plc"|"20800759"|"Oxford City Office, PO Box 333, 54 Cornmarket Street, Oxford, OX1 3HB"|"St Edward's School"|"BARCGB22"|"20-65-26"|"GB 83 BARC 2065 2620 8007 59"|""|"20231206180859"|"AA00078"|"St. Edward's School"
124|"Course"|"GBP"|"Lloyds TSB Bank Plc"|"00045001"|"Blandford Branch, Market Place, Blandford Forum, Dorset, DT11 7EE"|"Clayesmore School Ltd"|"LOYDGB21343"|"30-90-92"|"GB97LOYD30909200045001"|""|"20130525"|""|"Clayesmore School"
337|"Registration Fee"|"GBP"|"Barclays Bank"|"43608042"|"10 High Street, Oakham, LE15 6AN"|"Oakham School General Fund"|"BARCGB22"|"20-63-74"|"GB90BARC20637443608042"|"Please give your child's name as reference"|"20240116154547"|"AA00078"|""
130|"Course"|"GBP"|"Barclays Bank Plc"|"20157287"|"44-46 Castle Street, Shrewsbury, SY1 2BU"|"The Bell Concord Educational Trust Ltd"|"BARCGB 22"|"20-78-01"|"GB94BARC20780120157287"|"Please quote the name of student

20210825: Credit card payment method:
Payments can be made using the following link: http://concordcollegeuk.com/about-concord/general/general-payments/"|"20230905121219"|"AA00078"|"Concord College"
101|"Registration Fee"|"GBP"|"HSBC Bank plc"|"80437581"|"HSBC, 60 Queen Victoria St, London, EC4N 4TR"|"CSFC Ltd"|"HBUKGB4B"|"40-11-60"|"GB79HBUK40116080437581"|"Please put the invoice number as the reference"|"20221216121336"|"AA00078"|""
384|"Registration Fee"|"GBP"|"Natwest"|"49403362"|"-"|"Radley College"|"NWBKGB2L"|"60-01-01"|"GB67NWBK60010149403362"|"20231013: We changed the account details this year so that all admissions and entry fees are paid into the same account, hence the difference on your system.

20180220: This account is for electronic/BACS transfer"|"20231013110730"|"AA00078"|""
676|"Course"|"GBP"|"HSBC Plc"|"60020931"|"38-40 South Road, Haywards Heath, RH16 4LU"|"Newells School Trust Ltd"|"HBUK GB 4194 V"|"40-11-65"|"GB 13 HBUK 40 11 65 60020931"|""|"20210428170652"|"AA00078"|"Handcross Park School"
330|"Course"|"GBP"|"National Westminster Bank Plc"|"17604052"|"Chelmsford Branch, 4-5 High Street, Chelmsford, Essex, CM1 1FZ"|"New Hall School Trust"|"NWBKGB2L"|"60-05-13"|"GB88NWBK60051317604052"|"Please quote pupil name and Account Reference (found on the invoice Remittance Advice) on all transactions"|"20230607154358"|"AA00078"|"New Hall School Enterprises Ltd"
36|"Others"|"GBP"|"Lloyds TSB Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Ltd, Scholars Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|"20231202: Please send a copy of your bank transaction to the Finance Department at fees@ardingly.com

[6 Apr18] Please make cheques payable to Ardingly College Ltd. (NB. It is expected that payment by cheque will begin to be phased out by 2020 and replaced with bank transfer arrangements.)

When paying by bank transfer please quote the student’s name."|"20231202162602"|"AA00078"|"Ardingly Projects Ltd"
36|"Others"|"GBP"|"Lloyds Bank Plc"|"01697259"|"99-101 South Road, Haywards Heath, West Sussex, R16 4ND"|"Ardingly College Current Account"|"LOYDGB21173"|"30-18-30"|"GB03LOYD30183001697259"|"20231202: Please send a copy of your bank transaction to the Finance Department at fees@ardingly.com

[6 Apr18] Please make cheques payable to Ardingly College Ltd. (NB. It is expected that payment by cheque will begin to be phased out by 2020 and replaced with bank transfer arrangements.)

When paying by bank transfer please quote the student’s name."|"20240719115726"|"AA00078"|"Ardingly Projects Ltd"
9|"Course"|"GBP"|"Barclays Bank Plc"|"60797049"|"1 Churchill Place, Canary Wharf, London, E14 5HP"|"Lancing College"|"BARCGB22"|"20-65-82"|"GB31BARC20658260797049"|"Please use your child's name as a reference"|"20231201142427"|"AA00078"|"Lancing College"
518|"Course"|"GBP"|"National Westminster Bank"|"80810047"|"PO Box 1357, 169 Victoria Street, London, SW1E 5BT, UK"|"United Westminster Schools (SVS Account)"|"NWBKGB2L"|"51 50 14"|"GB55 NWBK 515014 8081 0047"|""|"20220614105031"|"AA00078"|""
